帐号,客户 ID,有消费天数,总消费,2021/4/1,2021/4/2,2021/4/3,2021/4/4,2021/4/5,2021/4/6,2021/4/7,2021/4/8,2021/4/9,2021/4/10,2021/4/11,2021/4/12,2021/4/13,2021/4/14,2021/4/15,2021/4/16,2021/4/17,2021/4/18,2021/4/19,2021/4/20,2021/4/21,2021/4/22,2021/4/23,2021/4/24,2021/4/25,2021/4/26,2021/4/27,2021/4/28,2021/4/29,2021/4/30
协宏-124000-20181015,7588432884,30,2683.09,93.76,35.08,84.58,52.72,82.11,69.89,95.62,89.78,103.8,62.05,87.11,105.44,76.95,128.58,89.53,130.23,51.78,85.27,75.26,90.74,87.04,118.68,113.22,75.96,89.97,89.87,140.8,92.19,114.57,70.51
心理测试,3022862170,30,1361.67,49.49,49.35,78.17,69.79,72.9,44.04,59.61,38.85,35.03,95.78,117.88,57.45,54.68,67.1,67.34,51.81,44.15,82.5,8.86,15.39,22.74,26.59,22.5,54.44,32.68,16.35,11.31,4,3.04,7.85
新达薄膜,1910791186,30,2125.69,106.79,73.85,81.2,68.53,74.67,68.49,79.1,73.33,79.33,65.85,63.65,51.73,69.09,102.78,71.57,44.04,60.42,19.24,52.15,92.37,152.02,114.58,89.35,70.09,42.19,69.57,77.97,29.36,44.4,37.98
新-东海精工科技有限公司,4201789439,1,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新世阳光34000-20200826,7264942707,30,955.18,31.39,53.18,46.5,40.36,24.83,35.61,23.47,31.5,37.48,34.35,19.5,33.35,27.79,27.16,38.09,33.28,42.46,45.42,27.1,25.71,35.74,13.89,23.19,19.58,21.75,22.98,33.06,27.82,33.16,45.48
新玮诺4000-20191223,2545189843,16,63.86,2,4.53,2.5,5,5,3.9,0,0,0,8.35,9.77,1.95,11.93,4.83,3.91,,0.19,,,,,,,,,,,,,
新兴54000-20190610-20210422,9286081588,30,3522.75,123.48,60.85,94.63,120.52,158.55,129,148,190.13,134.26,121.45,179.15,123.55,124.6,167.82,80.88,105.92,153.41,101.64,93.71,98,132.07,105.48,92.63,108.77,102.13,132.03,97.34,90.65,97.74,54.36
新兴铸管集团邯郸新材料有限公司,4326633610,30,8277.62,349.11,221.93,131.07,129.34,394.32,374.5,257.76,446.95,255.87,139.24,265.55,321.94,270.69,338.9,449.68,212.45,162.84,140.75,510.8,282.69,336.01,266.25,342.05,204.34,166.65,277.34,301.57,312.98,241.37,172.68
鑫亘环保科技,1567484019,16,2258.51,199.7,139.65,32.03,14.48,79.68,99.32,48.46,25.2,,,,,,,,,,,,,,,71.79,108.69,77.34,133.59,208.27,257.96,377.23,385.12
鑫光正——xgztf.com,6843145184,25,7030.64,,,,,,336.38,312.68,292.32,277.23,281.59,303.68,283.41,276.6,271.19,337.6,246.55,243.64,240.49,330.16,320.12,285.17,284.99,225.38,272.4,261.03,255.24,273.58,282.79,273.47,262.95
鑫鸿-14000-20200630,3325490142,30,1735.53,85.75,65.02,44.6,68.06,59.22,56.58,75.05,73.87,60.48,38.14,49.37,57.9,51.13,50.42,68.54,36.51,56.21,34.49,59.22,89.21,57.66,55.12,56.87,77.79,49.21,61.87,47.96,74.08,43.57,31.63
鑫鸿泉3000-20210311,2839956101,30,383.24,41.55,39.83,12.36,11.25,4.93,38.69,37.25,52.64,8.21,11.25,13.15,0,5.58,3.52,3.79,14.82,15.88,0,9.11,0,3.52,5.69,0,3.85,7.69,5.89,4.93,5.86,14,8
鑫金龙3000-20200115,5067878025,26,1161.96,43.66,10.97,22.55,22.39,34.25,55.89,37.86,67.39,34.07,33.06,34.04,58.83,38.12,37.86,41,52.72,46.16,41.72,62.16,54.54,53.06,67.46,87.85,70.75,42.84,10.76,,,,
鑫景福,7909287225,29,12361.35,614.55,470.33,84.52,83.24,384.31,604.21,449.04,680.61,286.75,359.7,32.23,,356.76,513.84,505.15,667.7,51.35,53.56,349.92,546.9,839.02,546.35,356.56,93.91,104.32,601.87,394.98,697.62,701,931.05
鑫普多 4000 20210429,8465055507,2,23.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,19.45
鑫陶33960-20200218,1044316796,30,3263.3,120.35,55.67,13.36,99.89,94.98,194.99,185.4,139.95,126.07,91.63,57.14,177.36,143.17,148.77,116.81,90.07,48.58,66.63,105.47,109.25,86.32,110.16,146.16,47.39,68.49,114.89,194.95,134.48,103.33,71.59
鑫通,7933630498,30,1500.1,38.94,49.77,60.09,50.14,38.31,60.98,39.72,54.06,57.45,60.34,32.63,53.68,44.85,66.28,43.77,35.13,38.81,57.97,39.91,71.24,52.06,47.78,42.09,41.75,60.42,54.81,55.52,42.25,43.95,65.4
鑫誉华-4000-20210401,4655809831,30,503.14,0,0,0,0,0,4.92,10.51,29.6,9.72,33.06,44.3,25.87,54.14,34.12,9.93,19.6,24.86,14.61,4.96,24.29,23.91,14.22,24.38,14.53,13.53,4.87,9.56,14.85,19.5,19.3
信达利4000-20201111-20210401,9255930697,1,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
星睿盟48000-20190112,2985260262,30,1560.98,34.29,29.06,34.37,23.96,20.3,85.33,67.71,49.95,77.8,58.28,21.33,32.58,75.56,87.68,63.05,101.9,66.19,8.11,42.55,64.64,77.84,51.98,61.37,67.42,50.61,30.75,38.59,22.73,55.91,59.14
星众新开,3286844027,4,800,,,,,,,,,,,,,,,,,,,,,,,,,,,209.08,206.05,196.46,188.41
邢茹菲,2170924088,22,3487.27,167.03,143.49,,,169,210.5,173.69,157.8,165.79,,,147.18,172.1,182.26,156.64,163.64,,,152.27,147.13,140.33,142.64,160.93,,,136.7,159.09,151.69,137.43,149.94
雄云-46000-20180117-20190328,4596876745,30,2420.04,68.57,78.36,80.13,81.3,86.3,70.33,87.61,99.94,63.86,83,118.43,104.02,89.86,72.22,77.83,82.92,68.96,73.85,82.57,71.05,96.61,63.25,59.59,62.39,76.86,84.48,97.1,82.18,77.02,79.45
熊猫采购,5177802543,26,2650.99,62.65,61.79,67.13,,84.07,69.68,110.93,123.01,125.26,123.32,,86.24,123.78,125.08,100.54,111.33,100.31,,85.55,110.82,107.49,128.73,114.21,92.62,,110.07,126.1,111.97,101.29,87.02
旭峰门业制造有限公司,8312635066,5,540.96,,,,,,,,,,,,,,,,,,,,,,,,,,131.11,63.66,65.42,116.19,164.58
轩垒新材料,5666791123,30,2432,84.63,84.02,83.08,83,85.93,84.48,82.04,82.08,81.11,81.47,86.61,84.89,82.39,81.68,82.75,80.16,78.95,78.69,81.88,84.83,80.83,78.3,79.92,82.82,81.62,81.29,77.67,75.8,73.89,65.19
轩赢4000-20210202,4286940299,30,1271.4,50.38,54.65,71.52,55.61,68.09,47.78,37.31,24.65,21.45,26.79,25.51,39.2,42.48,23.77,18.76,38.58,48.34,49.91,46.74,45.97,40.39,51.39,43.71,26.8,53.52,56.81,41.21,42.68,40.63,36.77
讯克新材料,9718013209,30,2127.99,71.85,64.65,60.01,57.42,103.62,81,83.68,80.57,75.59,75.94,74.9,74.83,70.98,73.47,69.88,68.11,47.15,72.86,76.25,83.68,70.61,72.47,65.36,63.86,45.93,67.29,71.02,71.25,71.91,61.85
雅柏56000-20180929,5429397691,30,2822.61,59.98,76.74,53.44,70.79,52.14,97.96,86.22,116.64,83.4,53.76,91.82,86.26,78.11,112.49,142.53,93.82,61.58,86.03,125.74,113.56,118.66,130.89,112.07,54.09,94.47,123.78,119.82,102.81,106.27,116.74
雅格莱3000-20210422,6795352233,2,134.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.19,78.51
亚建线缆,9058638662,30,4385.46,148.58,75.6,97.79,167.27,219.54,188.51,126.86,127.99,73.92,184.87,157.76,67.38,4.92,134.68,190.5,151.77,189.71,137.78,299.9,213.28,180.31,156.01,100.23,70.25,86.01,198.81,100.24,252.92,212.78,69.29
亚蕴申 8000 20210127,4222082268,30,902.9,20.28,17.65,24.24,28.76,41.43,33.15,40.92,41.15,39.68,33.37,33.59,29.7,31.88,31.42,24.01,18.25,22.41,28.75,28.86,29.62,36.35,25.12,25.89,24.9,26.75,28.57,31.07,33.96,36.05,35.12
研课教育,4320800176,30,8622.15,382.09,70.88,220.29,245.21,159.16,385.82,332.64,327.72,433.27,268.49,45.78,434.55,345.89,545.56,320.32,189.72,133.26,227.04,264.32,187.32,481.74,258.57,251.59,266.74,396.76,405.07,259.05,301.25,188.52,293.53
盐山聚龙管件有限公司,1838003605,22,1326.28,71.17,71.35,,,61.49,63.95,70.98,68.94,67.65,,,59.86,60.9,60.81,66.85,65.15,,,66.56,55.24,54.48,53.79,52.68,,,61.74,50.12,58.03,50.42,34.12
扬州阿克米纺织品有限公司,7403369597,30,3757.76,152.32,135.82,137.77,101.63,148.02,141.87,126.32,102.14,127.91,130.86,87.39,131.88,76.11,139.78,155.1,145.08,135.76,104.18,81.14,122.74,106.12,145.92,117.43,117.49,56.2,217.49,160.5,106.22,109.8,136.77
扬州贝漫玩具有限公司,2534981866,8,824.97,,,,,,,,,,,,,,,,,,,,,,,120.21,106.05,56.67,76.95,81.78,178.15,73.42,131.74
扬州晨虹塑胶制品有限公司,4713030409,29,2350.93,88.81,58.61,52.13,52.68,115.9,113.52,106.01,86.98,83.31,61.09,61.98,78.53,54.83,109.76,55.13,103.13,75.75,61.55,61.38,56.23,152.21,100.91,33.8,143.87,76.02,46.67,97.21,54.94,107.99,
扬州鼎越塑胶电子有限公司,4404787841,19,1631.51,113.6,103.16,105.65,38.19,86.85,92.25,82.15,122.34,169.96,59.39,39.63,75.24,106.98,135.81,43.17,59.41,69.18,77.82,50.73,,,,,,,,,,,
扬州华寅旅游用品有限公司,5620861282,27,2640.38,19.26,66.13,104.86,116.47,139.68,121.16,149.7,98.1,63.32,77.72,89.07,78.12,86.73,135.35,82.31,104.22,118.33,72.1,100.06,120.86,86.35,133.91,119.2,80.78,70.03,111.91,94.65,,,
扬州美岳机械装备有限公司,1003443576,30,4328.52,86.31,133.44,91.28,134.33,109.63,206.34,253.9,139.35,179.72,171.82,140.05,198.91,151.81,69.45,140.77,134.31,91.33,56.17,108.15,144.28,212.73,162.44,134.33,104.9,146.09,152.74,192.72,232.66,129.24,119.32
扬州盛之尚旅游用品有限公司,7072927662,30,1003.77,12.69,19.64,23.54,40.26,51.85,53.55,11.12,43.93,43.49,33.95,47.37,35.3,39.38,27.43,22.58,58.32,16.71,33.79,40.52,14.01,22.67,0,38.61,45.69,12.42,31,57.88,34.17,56.6,35.3
扬州市引江智能物流装备有限公司,5972638227,30,5487.23,140.06,158.47,150.29,163.87,131.52,280.49,188.43,248.06,153.79,174.19,139.32,169.44,145.93,201.1,266.11,239.01,138.1,120.67,232.1,209.43,181.67,176,209.9,157.15,215.51,136.55,218.14,161.84,213.33,166.76
扬州亚飞机械制造有限公司,6187338691,30,718.47,18.28,19.43,15.31,13.35,3.75,35.63,44.37,38.05,24.16,4.53,9.77,19.81,50.89,45.21,26.71,39.69,40.79,6.46,14.56,9.03,19.57,57.99,16.71,18.9,0,10,29.43,29.76,27.99,28.34
扬州知润新能源科技有限公司,4723961741,27,8098.97,295.6,287.53,242.39,256.92,296.73,350.76,295.37,294.42,267.25,365.43,262.84,262.76,339.49,369.78,368.59,202.66,261.55,348.66,267.54,314.23,397.56,284.9,274.62,305.17,288.86,203.65,393.71,,,
阳光电源-淮南阳光浮体科技有限公司,6086258464,9,1763.61,,,,,,,,,,,,,,,,,,,,,,92.06,228.62,168.17,159.86,157.88,227.32,234.2,197.44,298.06
杨先生,6919698701,30,5268.8,163.05,96.94,109.22,80.22,191.74,232.48,273.44,329.14,183.95,141.31,106.25,219.66,261.99,193.28,220.71,142.64,107.75,83.87,216.7,174.06,266.29,180.61,95.47,101.15,90.63,150.08,277.04,190.15,195.27,193.71
洋马-8000-20200417,5377374646,30,416.53,16.75,25.43,21.86,23.05,31.14,8.08,5.2,32.04,17.49,3.48,11.86,21.7,11.77,21.8,12.79,14.73,15.96,3,6.87,8.69,8.98,8.59,8.89,3,14.68,2.44,25.4,5.48,15.2,10.18
洋涛-5000-20210308,9712517711,30,980.21,42.59,45.96,59.89,60.04,51.67,51.22,65.5,39.14,9.13,42.2,22.75,20.96,31.5,24.43,28.08,38.24,25.39,20.85,43.17,17.73,17.39,44.11,24.83,38.41,23.2,30.83,14.79,11.66,20.08,14.47
姚晶,5868269744,30,3040,104.45,106.05,103.65,104.32,106.9,106.35,106.52,103.32,103.45,102.08,103.7,109.72,114.55,103.65,103.69,103.13,96.76,97.5,100.67,112.15,98.05,90.1,96.18,99.53,96.86,96.81,97.38,95.19,93.26,84.03
一桥4000-20201112,6974267462,24,1235.33,54.01,43.71,62.48,10.7,100.85,70.59,45.56,23.08,,0,0,,0,0.33,,,,,23.21,95.93,65.19,33.7,88.97,92.45,108.62,109.69,34.83,126.34,42.97,2.12
伊诺精密塑胶导管有限公司,3633466019,30,3089.78,147.44,77.16,104.97,89.4,97.37,99.76,84.79,103.88,144.2,155.53,67.94,142.25,134.34,117.59,108.34,119.32,90.11,65.37,71.12,139.7,132.29,129.41,133.35,65.49,111.24,84.15,77.95,137.75,52.58,4.99
伊轩4000-20200831,2372372498,13,0.27,0,,,,,,,,,0,0,,,,0,,,,,0.06,0.02,0.12,0,0.05,,,0,0,0,0.02
依卡4000-20190926,8840621647,30,272.65,14.01,1.45,14.86,11.99,8.48,0,0,11.16,16.18,5.97,4.72,11.88,16.8,6.42,5.89,15.63,8.36,1.24,10.64,18.22,6,6,0,11.44,14.95,5.92,7.79,9.66,0,26.99
仪健24000-20190527,9843647693,30,662.75,12.8,14.01,9.72,9.01,38.7,25.67,5.58,14.81,38.81,22.01,9.78,40.46,75.3,4.45,2.85,23.6,2.42,0,5.38,11.21,28.5,49.39,35.05,32.83,23.93,6,58.1,20.5,31.7,10.18
宜宾小站长网络科技有限公司,4116804997,20,5438.95,342.64,91.55,,,,,,114.06,363.67,,,,159.57,394.46,469.28,411.5,82.06,,,218.71,439.13,476.51,300.1,232.2,294.01,237.65,331.56,434.11,41.38,4.8
以岭-美国,3492050684,8,16233.15,2104.33,2093.81,2056.5,2035.43,2102.29,2059.06,2030.93,1750.8,,,,,,,,,,,,,,,,,,,,,,
亿圣,6988405762,27,953.13,62.72,9.94,,,,27.01,57.51,45.2,30.03,45.97,23.09,48.64,19.33,59.41,17.45,22.68,7.46,4.81,31.29,50.14,34.81,41.67,22.86,35.53,15.43,55.84,17.88,41.81,82.46,42.16
亿腾电缆科技河北有限公司,8600961244,30,1088.36,44.92,59.6,36.73,12.31,52.73,64.42,57.67,39.8,46.05,0.36,3.48,44.03,43.47,127.14,42.58,34.3,6.43,4.2,60.35,33.09,45.3,42.22,20.94,3.86,1.4,16.95,36.84,36.6,35.89,34.7
亿鑫越科技有限公司,9391745576,11,1.27,,,,,,,0,0,0,0,0,0.22,,,,,0.27,0,0,0.2,,0.58,,,,,,,,
易瑞国际电子商务有限公司-FY产品,3147387280,3,624.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.67,195.85,198.7
易瑞国际电子商务有限公司-需要拜访,9083473800,30,7110.56,342.53,200.88,13.89,67.27,266,414.67,396.5,446.41,294.49,34.04,70.9,271.93,243.58,320.47,326.22,183.47,25.07,103.77,306.37,335.1,415.43,310.33,141.27,15.57,66.34,288.13,352.24,268.32,356.39,232.98
益光,1286922021,30,7622.32,244.04,210.31,189.06,214.06,237.28,229.42,239.15,220.8,284.06,219.39,230.81,256.31,261.02,211.03,222.1,273.93,194.66,180.99,203.38,237.78,241.31,224.31,288.47,211.85,257.71,329.24,295.74,307.13,398.1,508.88
银彩4000-20200803,9054011358,23,22.33,,,,,,,,0,0,0,1.91,0,0,1.04,2,0,3.54,2,2,0,0,3.88,0,2,2,0,0,0,0,1.96
印尼/新加/马/埃塞/坦桑-杨宏,2644045854,11,25.04,0.01,2.67,,,,,1.33,,,,0.69,0.95,8.72,1.23,,,2.61,,1.17,,1.02,4.64,,,,,,,,
英国文书-新建,7869951798,30,4040.61,55.08,32.5,53.02,46.72,73.03,160.9,258.94,163.78,179.73,84.75,74.93,163.96,224.18,157.82,125.2,201.26,152.93,139.17,69.2,128.28,234.07,238.25,184.66,139.96,41.31,151.59,91.24,83.43,185.1,145.62
英瑞奇30000-20210316,7225807686,30,1120.28,29.11,41.16,13.5,10.19,44.42,12.29,47.97,47.28,29.26,51.8,10.33,34.03,17.9,19.63,47.6,20.91,61.77,59.56,5.79,30.2,44.78,60.94,23.77,73.53,65.01,25.39,39.73,45.86,33.24,73.33
英语网站-PC端-1,6066033846,30,33004.21,1172.36,786.3,1033.08,1238.02,1473.8,1210,1203.31,1110.9,925.62,756.97,860.1,1515.58,1354.1,1348.43,1199.44,886.92,924.98,745.84,953.28,1088.34,1283.19,1238.17,1081.62,985.89,963.72,1270.89,1165.23,1287.52,888.06,1052.55
英语网站-移动端-1,3712073692,30,30388.47,821.63,998.42,1200.49,1084.6,1049.72,1085.54,1010.76,880.87,858.68,800.3,1180.75,1029.5,1247.71,1008.59,1053.78,879.09,834.12,811.05,772.26,1045.79,1382.22,1207.92,1072.22,1029.38,959.24,906.05,1239.84,1063.38,1015.71,858.86
鹰航,7711608378,30,1520.23,50.83,50.79,50.92,50.91,52.15,52.28,51.58,51.24,50.56,50.46,50.52,52.62,51.82,51.38,50.7,50.45,50.16,50.17,52.35,51.5,50.8,50.07,49.57,49.73,49.52,50.5,50.24,49.89,48.68,47.84
盈达24000-20200319,4086618292,30,487.61,15.88,14.11,11.51,16.67,11.67,34.96,35.16,40.35,28.67,29.42,30.73,13.42,15.29,8.26,3.06,17.39,14.3,5,15.9,7.96,12.46,14.88,18.4,3.84,20.08,18.47,6.4,4,12.2,7.17
盈翔25000-20200917,4745397019,30,5521.58,151.45,148.42,150.03,147.66,153.01,155.93,164.39,173.69,179.53,176.82,177.91,194.75,193.22,191.04,188.87,185.74,190.92,193.26,209.17,202.62,205.63,200.19,199.14,198.62,199.9,205.54,210.46,206.9,212.56,154.21
盈兴-姜总的户,1776290882,2,0.02,,,,,,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,
莹亮-34000-20200106,2489045494,30,241.84,5.81,6.91,0,2.96,27.06,0,0,23.48,19,4.8,2.49,0,15.76,18.4,16.75,10.44,2.99,7.89,4.7,0,9.37,12.46,13.33,12.36,0,0,6.3,0,6.4,12.18
颖忻34000-20191016,9321678686,30,235.13,5.69,7.16,0,10.14,11.98,5.72,21.32,5.6,6.57,12.56,8.92,11.55,7.39,2.6,10.41,18.87,9.83,2.74,2.92,5.54,10.14,10.93,0,1.95,11.94,8,9.18,5.1,5.45,4.93
应天4000-20201127,3458916178,30,829.45,59.85,0,46.07,15.88,14.67,27.1,51.01,36.58,41.79,0,16.98,72.61,37.1,9.54,56.29,21.35,30.77,12.4,28.31,24.77,4,4.03,17.23,36.32,26.26,13.34,24.09,54.7,25.22,21.19
优诺4000-20201016,4678171894,2,52.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,26.24
优品汇（广州）商业管理有限公司-Becca,1433622898,30,2455.98,136.02,88.13,72.51,79.75,89.55,89.38,87.8,95.54,54.59,63.6,79.96,93.61,89.5,85.23,85.28,57.5,75.09,87.55,88.57,84.13,83.55,94.22,67.93,47.92,79.54,85.25,80.45,77.77,76.34,79.72
优祺2500-20200923,8032700197,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
优栈3000-20210320,4490755768,29,2526.45,94.25,86.69,32.1,59.08,70.1,57.44,79.93,62.11,53.37,56.2,47.3,51.3,68.91,76.18,60.48,89.07,92.04,76.57,95.78,166,134.41,123.8,126.83,110.73,120.49,151.05,154.29,44.37,,85.58
优左6000-20210122,2863625115,30,1565.26,34.69,29.93,45.62,51.78,55.44,48.73,53.26,24.35,34.74,43.45,55.23,42.43,41.1,55.88,47.54,66.36,40.8,65.27,62.79,58.06,66.9,78.83,89.75,52.01,45.71,15.83,59.12,64.67,76.3,58.69
游戏-陈军1,9871722336,30,1412.72,21.38,20.07,31.65,31.73,19.9,18.11,21.9,15.02,31.2,42.2,38.49,8.27,26.97,35.69,23.63,60.39,51.04,55.92,60.27,84.91,42.89,77.18,95.03,46.88,61.53,85.12,67.92,68.8,86.44,82.19
友利3000-20210422,2825482146,6,421.86,,,,,,,,,,,,,,,,,,,,,,,,,19.02,107.06,60.72,68.87,86.89,79.3
友联大蒜garlics.com,7370632291,30,390.85,7.8,9.94,18.32,10.8,8.71,9.64,7.29,11.66,9.13,13.99,7.15,15.85,11.93,11.86,12.91,15.73,15.06,11.5,25.05,13.24,11.2,21.38,8.3,11.13,11.35,14.66,15,23.09,10.89,16.29
友联网袋mesh-bags.com,5822386270,26,2487.88,236.85,172.29,79.57,76.18,103.51,255.94,328.37,230.1,173.31,31.91,19.62,32.58,59.05,46.09,64.72,45.9,,,64.24,69.7,79.88,60.55,25.39,,,41.93,47.14,40.68,62.16,40.22
友纳 - 广州,9180412795,30,1000.54,27.91,27.72,27.94,19.67,54.11,45.61,39.44,44.69,33.49,32.18,29.12,21,36.25,40.83,31.1,29.23,27.8,15.82,23.58,57.11,41.21,40.06,34.79,30.54,21.87,41.98,38.11,32.2,30.22,24.96
友谊-8000-20191014,4870183192,21,195.33,15.35,7.75,18.2,0,7.43,14.92,7.9,15.57,3,11.24,12.06,18.93,20.65,10.4,8.42,11.89,10.94,0,0,0,0.68,,,,,,,,,
余姚振华4000-20191125,7059279366,30,329.49,6.94,8.41,9.91,17.45,7.96,8.65,5.64,12.5,10.79,6.95,15.78,13.95,8.19,12.75,7.84,9.9,11.03,9.69,1.95,15,11.78,22.13,14.15,7.99,10.75,8.9,14.65,5.79,12.75,19.32
宇锋5000-20210315,2488418425,30,684.31,6.08,6.03,5.98,4.91,6.13,5.99,17.43,68.26,45.47,42.2,35.35,50.23,47.95,45.01,20.52,2.87,12.15,7,17.4,11.81,31.45,23.61,7.68,24.28,11.97,30.26,22.65,30.87,40.47,2.3
宇通小挖机,4856781619,22,1816.04,,,,,,,,,94.3,120,119.88,120,90.37,74.46,82.71,85.63,115.42,62.08,66.96,46.13,17.21,119.95,33.66,65.84,44.88,100.33,118.87,120,85.59,31.77
玉环8000-20181015-20190606-20200508重启,6129477074,28,19.58,0,0,0,0,5,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4.94,4.66,
玉祁4000 20201203,3753533072,30,1036.61,23.04,16.72,14.77,9.88,2.63,31.73,38.61,42.33,46.08,28.51,17.65,13.63,39.32,55,19.37,43.85,20.94,21.68,21.36,53.28,54.13,64.34,29.43,23.96,41.3,41.26,51.82,51.71,78.12,40.16
裕邦38000-20200306,1997077899,30,911.97,36.48,34.41,34.6,31.48,32.58,36.4,33.06,29.76,33.8,29.82,34.27,34.72,33.59,31.46,30.25,32.28,28.16,29.08,40.04,30.91,20.12,20.17,27.78,32.01,27.53,30.32,24.97,27.87,23.27,20.78
裕科4000-20210303-20210416,4818279290,24,1177.89,93.67,90.21,95.73,68.22,81.19,76.12,112.07,55.17,48.21,51.06,43.59,90.41,83.04,108.13,81.07,0,0,0,,0,0,,,,0,,0,0,0,
煜杰,8527246758,1,0.08,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,
煜凯3000-20200305,8590938660,6,477.52,102.65,88.61,90.42,65.91,100.9,29.03,,,,,,,,,,,,,,,,,,,,,,,,
猿人科技,9387821929,30,4416.33,222.05,228.12,212.22,224.65,213.6,232.27,200.1,211.1,237.59,220.53,216.25,204.53,213.49,178.46,169.02,196.02,166.99,159.85,176.18,171.56,169.88,104.68,78.77,0.15,4.36,0.01,0.79,0.26,2.82,0.03
粤太（旧站）-广州,9811327450,30,8118.58,274.73,307.17,276.35,238.35,238.2,314.35,325.4,286.28,289.89,230.41,208.85,288.76,246.32,194.1,273.35,314.78,277.73,298.53,273.38,242.62,241.9,274.9,258.23,287.83,252.74,264.51,303.55,304.82,262.13,268.42
云点科技-广州,4465859360,30,4269.31,150.37,149.31,128.94,119.9,129.61,102.51,112.71,161.9,129.12,145.58,146.38,168.08,139.95,76.64,104.63,106.49,152.04,116.98,217.17,185.8,224.59,153.36,115.95,107.05,134.47,176.21,156.71,119.9,157.75,179.21
云飞3000-20210309,1910027990,4,396.05,105.79,117.64,115.2,57.42,,,,,,,,,,,,,,,,,,,,,,,,,,
云丰机械,2034948419,30,4665.46,167.59,176.42,132.77,206.05,114.48,160.56,208.11,186.2,117.23,155.82,113.86,192.19,170.12,145.87,147.3,160.92,97.96,176.49,195.66,153.59,165.47,199.12,147.07,111.88,105.75,209.3,225,151.05,96.94,74.69
云工智达精密科技（深圳）有限公司,7657906848,22,18374.45,117.37,196.03,,,424.22,368.96,313.1,302.38,279.87,,,205.42,179.1,334.03,304.55,274.01,,,452.57,312.85,311.08,1127.06,2971.06,,,2057.71,1948.04,1968.16,2115.53,1811.35
云雅信息技术有限公司,1696323450,30,4563.47,152.04,148.26,143.4,140.97,144.71,151.69,166.35,174.34,151.39,152.01,151.72,158.11,157.24,153.65,151.28,148.92,153.44,147.49,158.62,152.71,151.99,153.65,145.99,145.59,144.55,152.15,154.01,159.91,151.94,145.35
载利电力P&S,6111468958,30,3985.45,139.72,141.18,100.93,136.59,115.58,143.28,168.8,128.13,148.22,121.73,122.07,138.15,147.13,127.78,132.3,149.62,111.18,134.53,151.56,161.14,128.56,158.15,114.63,116.76,127.87,112.97,144.1,119.63,128.77,114.39
早早3000-20210330,4893613780,30,757.1,0,4,4.93,9.86,9.93,8.13,34.86,13.95,37.17,20.38,69.18,67.66,73.74,59.58,78.68,33.1,23.07,32.75,23.89,50.5,22.18,7.18,13.88,11.82,18.99,9.5,5.22,4.93,1.12,6.92
泽辉化工,8894597447,6,0.18,,,,,,,0.05,0,0.01,,,,,,,,0.08,0.03,0.01,,,,,,,,,,,
占士邦60000-20190318,3312017749,21,2910.34,190.39,86.77,1.84,,0.56,0.59,16.57,1.67,,,,,,,,,1.97,1.64,151.59,154.58,224.42,261.44,265.91,268.83,218.51,219.69,218.03,221.53,207.47,196.34
张202003小张,9348258619,30,447.24,0,0,0,0,0,45.89,18.73,24.34,90.96,89.69,54.86,80.52,4.22,1.99,2.17,2.74,1.49,3.66,2.22,1.42,1.5,5.87,0,3,0,0.7,3,3.6,4.67,0
张202004孙丽萍,1704402599,30,426.98,0,3.85,3.2,5.19,2.28,21.25,12.95,7.05,2.4,3.45,4.57,4.25,1.6,5.22,0.8,11.81,1.6,3.2,9.24,10.96,6,30.18,113.77,115.5,17.24,5.52,4.93,0,9.26,9.71
张20200607郭鲁玉705,7053159813,30,76.48,0,1.84,12.36,0,3.99,0,0,5.58,1,1.92,1,10.95,7.48,0,0,1,0,2.28,0,0,0,13.38,0,0,2,1.6,2,7.12,0.98,0
张202006任珊秀,7548145131,29,292.65,0,0.7,0.7,,0,0.7,0.56,2.46,2.1,1.97,0,0,2.07,0,0,0,0,0,0,0,0,60.4,76.37,28.58,96.42,4.19,7.1,2.04,0,6.29
张202008李文问,7430629552,30,225.48,1.46,3.9,5.44,1,7.96,1.3,4.05,7.09,1.66,2.16,1.1,2.79,1.95,5.09,2.52,8.82,7.09,7.17,4.09,7.75,2.42,7.54,16.29,0.52,0.6,2.78,12.93,39.66,32.02,26.33
张202009-董三女,5428718184,28,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,,0
张202009刘艳硕,9611794135,30,53.73,0,0,0,0,0,3.82,0.3,3.32,2.95,2.1,0,1.35,2.79,0,5.94,0,5.1,0,0,0.3,0,1.43,0,2.28,14.95,0,1.24,5.86,0,0
